MODELO,MARCA,TIPOCOMPRA,ANIOS,KILOMETRAJE,CIUDAD,TIPOPRECIO,PRECIO
Nissan,Sentra,GOLD,2010,46000,Quito,Negociable,10300
Nissan,Kicks,GOLD,2019,53100,Quito,Negociable,22900
Chevrolet,Sail,GOLD,2011,104967,Quito,Fijo,9900
Toyota,Land Cruiser,GOLD,1995,222270,Quito,Negociable,14500
Chevrolet,Spark Lite,GOLD,2019,10000,Quito,Fijo,10200
Chevrolet,Grand Vitara SZ Next Sport TM,GOLD,2015,60000,Quito,Fijo,16900
Hyundai,Creta,GOLD,2017,750000,Quito,Negociable,19900
Suzuki,S Cross,GOLD,2019,20000,Quito,Negociable,19900
Kia,Sportage Active,GOLD,2012,166000,Quito,Negociable,12900
Chevrolet,Grand Vitara SZ Next,GOLD,2016,85000,Cuenca,Negociable,17500
Ford,Ecosport Titanium,STANDAR,2015,30500,Quito,Negociable,18500
Chevrolet,Grand Vitara 5P,STANDAR,2012,163000,Quito,Negociable,12200
Toyota,Prius,GOLD,2013,88828,Quito,Negociable,13800
Chevrolet,Sail,GOLD,2015,106000,Cuenca,Negociable,11500
Hyundai,Tucson,GOLD,2010,226000,Quito,Negociable,12900
Suzuki,Grand Vitara SZ,GOLD,2009,166262,Quito,Negociable,12300
Mazda,BT-50,GOLD,2009,284000,Quito,Negociable,12400
Volkswagen,Amarok,GOLD,2011,224852,Quito,Fijo,18900
Ford,Explorer XLT,GOLD,2007,250000,Quito,Negociable,12500
Mazda,323,GOLD,1994,270000,Quito,Negociable,5500
Ford,Edge,GOLD,2016,36000,Quito,Negociable,40900
Mercedes Benz,E240,GOLD,1998,208000,Quito,Negociable,13900
Hyundai,Tucson,GOLD,2010,98000,Cuenca,Negociable,14800
Nissan,X Trail Sense,GOLD,2016,75000,Quito,Negociable,23500
Chevrolet,Forsa 2,GOLD,2003,200000,Cuenca,Negociable,7600
Kia,Picanto R,GOLD,2017,47000,Cuenca,Negociable,11800
Chevrolet,Jimny,STANDAR,2005,190000,Quito,Negociable,7900
Kia,Cerato R,GOLD,2018,77000,Quito,Negociable,17900
Chevrolet,Grand Vitara 5P,GOLD,2014,84136,Quito,Negociable,14900
Toyota,Hilux CD 4x2,GOLD,2019,5000,Quito,Negociable,36900
Audi,Q5,GOLD,2014,85000,Quito,Negociable,40000
Ford,F150 DC 4X2,GOLD,2014,90000,Quito,Negociable,29900
Ford,Escape,STANDAR,2013,89500,Quito,Negociable,17377
Volkswagen,Tiguan,GOLD,2018,26678,Quito,Negociable,31900
Suzuki,Grand Vitara SZ 2.4,GOLD,2011,94000,Quito,Fijo,15900
Honda,Civic,GOLD,2010,164000,Quito,Negociable,18600
BMW,335i,GOLD,2008,132980,Quito,Negociable,40000
Audi,A4,GOLD,2018,10600,Quito,Negociable,38900
Hyundai,Ioniq Hybrid,GOLD,2018,23000,Quito,Negociable,19900
Chevrolet,Corsa Evolution,GOLD,2006,200000,Cuenca,Negociable,8800
Hyundai,Tucson IX,GOLD,2011,166000,Cuenca,Negociable,16800
Chevrolet,Aveo Activo,GOLD,2011,125232,Quito,Fijo,8900
Volkswagen,Gol Confortline 1.8,GOLD,2008,172000,Quito,Negociable,8500
Chevrolet,Vitara 5P,GOLD,1997,200000,Cuenca,Negociable,9800
Chevrolet,Grand Vitara 5P,GOLD,2012,200000,Cuenca,Negociable,13500
Toyota,RAV 4,GOLD,2008,137000,Quito,Fijo,12900
Nissan,Versa,GOLD,2019,26327,Quito,Negociable,16900
Chevrolet,Cavalier,GOLD,2019,5000,Quito,Negociable,18900
Porsche,Cayenne S,GOLD,2008,125218,Quito,Negociable,38800
Renault,Logan,GOLD,2011,158961,Quito,Fijo,9900
Jeep,Wrangler X Unlimited,GOLD,2013,114000,Quito,Negociable,54000
Toyota,RAV 4,STANDAR,2020,23000,Cuenca,Negociable,35900
Toyota,Corolla 1.8,GOLD,2009,112717,Quito,Negociable,14400
Volkswagen,Gol,GOLD,2013,59900,Quito,Fijo,11300
Porsche,Boxster,GOLD,2013,26000,Quito,Negociable,89900
Chevrolet,Sail,GOLD,2012,69000,Cuenca,Negociable,9500
Mazda,6,STANDAR,2011,117000,Quito,Negociable,14900
Mazda,3,GOLD,2007,180000,Quito,Negociable,8900
Kia,NIRO HYBRIDO,TOP,2018,12000,Quito,Negociable,21499
Chevrolet,Sail,STANDAR,2014,180000,Quito,Fijo,9900
Chevrolet,Aveo Family,STANDAR,2014,90000,Quito,Fijo,9900
Kia,Sportage R,GOLD,2019,96000,Quito,Negociable,23000
Mercedes Benz,ML 320,GOLD,2001,181000,Quito,Negociable,15700
Ford,F150 CS 4x4,GOLD,2010,184600,Quito,Negociable,18300
Mitsubishi,Montero Blister,STANDAR,2008,174000,Cañar,Negociable,26900
BMW,325i,GOLD,2009,104000,Quito,Negociable,29900
Great Wall,C30 CONFORT,GOLD,2019,45000,Quito,Fijo,12990
Zotye,Z100,GOLD,2018,38580,Quito,Fijo,8490
Kia,Carnival,GOLD,2018,92107,Quito,Negociable,30900
Chevrolet,N200,GOLD,2012,180000,Quito,Fijo,8900
Nissan,1200,GOLD,1995,115000,Quito,Negociable,6500
Chevrolet,Aveo Family,STANDAR,2015,107427,Guayaquil,Negociable,10000
Nissan,Juke Nismo,GOLD,2013,45000,Quito,Negociable,26500
Ford,S350,STANDAR,1995,200000,Guayaquil,Negociable,21000
Kia,Carnival,STANDAR,2020,6417,Guayaquil,Negociable,38500
Renault,Duster 2.0,STANDAR,2013,111636,Guayaquil,Negociable,14500
Chevrolet,Sail,STANDAR,2019,34244,Guayaquil,Negociable,13800
Chevrolet,Spark GT,GOLD,2019,11588,Quito,Negociable,12500
Chevrolet,D-max Crdi 2.5 CD 4x4 TM Diesel,STANDAR,2020,100,Quito,Fijo,36900
Chevrolet,Tahoe,STANDAR,1997,265000,Quito,Negociable,9900
Hyundai,i10,STANDAR,2013,170000,Quito,Fijo,8900
Dodge,Journey,STANDAR,2013,68000,Quito,Negociable,20900
Chevrolet,Grand Vitara SZ 4x4,STANDAR,2008,122044,Guayaquil,Negociable,12500
Nissan,Tiida,STANDAR,2010,98970,Guayaquil,Negociable,14500
Chevrolet,LUV Dmax CD Diesel,STANDAR,2018,42000,Cañar,Negociable,25800
Ford,F150,GOLD,2010,132000,Quito,Negociable,14900
Nissan,Sentra Sport,GOLD,2011,200000,Quito,Negociable,12900
Hyundai,i10,GOLD,2011,120000,Quito,Negociable,8700
Volkswagen,Jetta,GOLD,2015,73000,Quito,Negociable,16400
Suzuki,Grand Vitara SZ 2.4,STANDAR,2017,40000,Quito,Negociable,17900
Chevrolet,Aveo Emotion GLS,GOLD,2015,75000,Cuenca,Negociable,13800
Hyundai,Matrix,GOLD,2006,150000,Cuenca,Negociable,9200
Kia,Rio LX AC,GOLD,2019,22972,Quito,Negociable,16000
Chevrolet,Optra Advance,GOLD,2012,160000,Cuenca,Negociable,12000
Volvo,c30,GOLD,2011,90000,Quito,Negociable,23500
BMW,120i,GOLD,2005,185000,Quito,Negociable,15900
Mini,CooperS,GOLD,2007,55000,Cuenca,Negociable,32500
Mazda,3,GOLD,2013,126941,Quito,Fijo,15900
Chevrolet,Grand Vitara 5P,GOLD,2012,105000,Quito,Negociable,14500
Volkswagen,pick up,GOLD,2005,278372,Quito,Fijo,7900
Renault,Megane,GOLD,2002,246000,Quito,Fijo,4900
Mitsubishi,Outlander,GOLD,2014,82780,Cuenca,Negociable,28800
Chevrolet,Aveo Family,GOLD,2013,151000,Cuenca,Negociable,10800
Ford,Edge,GOLD,2013,88000,Quito,Negociable,27900
Mitsubishi,Montero 5P,GOLD,1998,110000,Quito,Negociable,18800
Mercedes Benz,SLK 350,GOLD,2007,20000,Quito,Negociable,72000
Mercedes Benz,SLK 200,GOLD,2005,92000,Quito,Negociable,58000
Toyota,4 Runner SR5,GOLD,2013,136000,Cuenca,Negociable,53800
Mercedes Benz,ML350,GOLD,2004,216000,Quito,Negociable,25800
Ford,Explorer Limited,GOLD,2005,280000,Quito,Negociable,14800
Mitsubishi,Montero Blister,GOLD,2008,160000,Quito,Negociable,30000
BMW,325i,GOLD,2001,160000,Quito,Negociable,20000
Chevrolet,Aveo Family,STANDAR,2018,35000,Quito,Negociable,10600
Chevrolet,Aveo Emotion GLS,GOLD,2017,74000,Quito,Negociable,13900
Toyota,NEW RAV 4,GOLD,2016,97000,Quito,Negociable,28900
Hyundai,TUCSON TL,GOLD,2016,37000,Quito,Negociable,24900
Ford,Explorer,GOLD,2009,161000,Quito,Negociable,16900
Hyundai,Accent,GOLD,2014,127000,Quito,Negociable,14900
Chevrolet,Grand Vitara 5P,GOLD,2002,214547,Cuenca,Negociable,9800
Volkswagen,Jetta,GOLD,2011,133000,Quito,Negociable,9900
Honda,CR-V,GOLD,2001,252000,Quito,Negociable,8900
Peugeot,2008,GOLD,2018,16000,Quito,Negociable,22900
Zotye,T600,GOLD,2017,46840,Quito,Fijo,14990
Toyota,Prado 3P,GOLD,2005,196000,Quito,Negociable,16900
Volkswagen,Touareg,GOLD,2006,227000,Quito,Negociable,18900
Chevrolet,Sail,GOLD,2015,60500,Quito,Negociable,11900
Ford,Explorer 5P,GOLD,2013,110000,Quito,Negociable,29900
Kia,Spectra,GOLD,2003,135000,Cuenca,Negociable,7200
Mercedes Benz,GLE 350,GOLD,2018,11000,Quito,Negociable,109900
Chevrolet,Grand Vitara 3P,GOLD,2003,173000,Cuenca,Negociable,9800
Nissan,X-Trail Exclusive,GOLD,2016,84000,Quito,Negociable,27777
Volkswagen,Gol Power,GOLD,2011,219952,Quito,Negociable,9300
BMW,X3 3.0i,GOLD,2006,123608,Quito,Negociable,23900
Volkswagen,Passat,GOLD,2001,146052,Quito,Negociable,12000
Toyota,Land Cruiser,GOLD,1992,150000,Quito,Negociable,14900
Ford,Ecosport,GOLD,2004,239738,Quito,Negociable,9000
Great Wall,M4,GOLD,2018,50000,Quito,Fijo,14490
Mercedes Benz,280 SEL,GOLD,1968,24000,Quito,Negociable,24800
Dodge,Durango,GOLD,2009,73000,Quito,Fijo,34900
Toyota,Fortuner 2.7,GOLD,2012,106000,Quito,Negociable,27500
Mazda,BT-50 CD 4x2,GOLD,2014,87396,Quito,Negociable,18900
Ford,F150 DC 4X2,GOLD,2011,159,Cuenca,Negociable,21500
Chevrolet,Grand Vitara 5P,GOLD,2013,188480,Quito,Negociable,13900
Volkswagen,Jetta,GOLD,2015,42058,Quito,Negociable,18500
Ford,Explorer,GOLD,2001,232057,Quito,Negociable,8800
Great Wall,M4,GOLD,2017,80000,Quito,Fijo,12400
Ford,F-150 FX4,GOLD,2006,320000,Quito,Negociable,18900
Honda,CR-V,GOLD,1999,320000,Quito,Negociable,8900
Mercedes Benz,280SE,GOLD,1978,90000,Quito,Negociable,22900
Nissan,Patrol GRX 4x4,GOLD,2006,230000,Quito,Negociable,21800
Toyota,Highlander Hibrido,GOLD,2010,95720,Quito,Negociable,22600
Mercedes Benz,C180 K,GOLD,2006,163858,Quito,Negociable,19900
Hyundai,Terracan 2.5,GOLD,2005,186610,Quito,Negociable,10200
Toyota,FJ Cruiser,GOLD,2007,57570,Quito,Negociable,38500
Chevrolet,Sail,GOLD,2018,30000,Quito,Negociable,15200
Audi,Q5,GOLD,2016,91880,Quito,Negociable,48900
Mercedes Benz,S 350,GOLD,2004,212645,Quito,Negociable,28800
Hyundai,Tucson IX,GOLD,2014,158464,Quito,Negociable,20800
Kia,Sportage Active,GOLD,2011,170000,Cuenca,Negociable,14500
Chevrolet,Grand Blazer,GOLD,1999,195311,Quito,Negociable,9800
Toyota,RAV 4,GOLD,2007,159000,Quito,Negociable,16500
Mazda,BT-50 CD ACTION 2.6,GOLD,2008,304087,Quito,Negociable,15800
Mitsubishi,Montero 5P,GOLD,2006,135000,Quito,Negociable,22500
Great Wall,H5 TURBO 4X2 AC,GOLD,2015,55871,Quito,Fijo,16990
Toyota,Prado 3P,GOLD,2008,178000,Quito,Negociable,21500
Ford,F150,GOLD,2010,148000,Quito,Negociable,16800
Ford,F150 XLT CD,GOLD,2018,65000,Quito,Negociable,50000
Jeep,Wrangler Sport Oscar Mike,GOLD,2014,30000,Quito,Fijo,55000
Hyundai,i10,STANDAR,2013,100000,Quito,Negociable,9500
Chevrolet,Grand Vitara SZ Next,TOP,2016,43600,Pifo,Negociable,16800
Ford,F150 4X4,STANDAR,2015,98000,Cañar,Negociable,32800
Mazda,BT-50 4x4,STANDAR,2015,96000,Cañar,Negociable,22000
Chevrolet,Optra,GOLD,2011,157890,Quito,Negociable,10900
Chevrolet,Grand Vitara 5P,GOLD,2001,271000,Quito,Negociable,9500
Ford,Ecosport,GOLD,2005,250000,Quito,Negociable,9300
Mazda,BT-50 CD ACTION 2.6,GOLD,2015,96000,Quito,Negociable,17900
Volkswagen,Gol,GOLD,2002,207000,Quito,Negociable,5900
Toyota,Corolla 1.8,GOLD,2004,268000,Quito,Negociable,8900
Chevrolet,Sail,GOLD,2015,64000,Quito,Negociable,10400
Chevrolet,Aveo Family,GOLD,2016,112000,Quito,Negociable,10900
Chevrolet,Grand Vitara 5P,GOLD,2012,160000,Quito,Negociable,12900
Hyundai,Santa Fe 4x2,GOLD,2008,160000,Quito,Negociable,12900
Toyota,Corolla 1.8,GOLD,2013,40000,Quito,Negociable,18400
Mercedes Benz,C300,GOLD,2009,150000,Quito,Negociable,44500
Chevrolet,D-MAX CD 3.5 V6,GOLD,2007,190000,Cuenca,Negociable,16800
Chevrolet,Corsa Evolution,GOLD,2003,160000,Cuenca,Negociable,8200
Kia,Sportage Active,GOLD,2009,169930,Cuenca,Negociable,13800
Hyundai,i30,GOLD,2013,84000,Quito,Negociable,14300
BMW,325i,GOLD,1992,240000,Quito,Negociable,12500
Chevrolet,Trailblazer,GOLD,2006,241000,Quito,Negociable,12800
Toyota,Prado 5P,GOLD,2000,380000,Quito,Negociable,12800
Hyundai,Accent,GOLD,2018,18000,Quito,Negociable,19000
Chevrolet,Aveo Family,GOLD,2016,29500,Cuenca,Negociable,12500
Jeep,Patriot,GOLD,2012,79000,Quito,Negociable,19900
Volkswagen,Fox,GOLD,2005,258000,Quito,Negociable,6900
Chevrolet,Tahoe,GOLD,2001,179000,Quito,Negociable,17900
Chevrolet,Trailblazer,GOLD,2007,1950000,Quito,Negociable,13800
Ford,Sport Track,GOLD,2007,104000,Quito,Negociable,21500
Chevrolet,Grand Vitara 3P Sport,STANDAR,2014,147000,Quito,Negociable,14200
Suzuki,Grand Vitara SZ,GOLD,2014,110000,Quito,Negociable,13900
Renault,Logan,GOLD,2012,118332,Quito,Fijo,8500
Toyota,Prado 5P,GOLD,2005,287000,Quito,Negociable,16577
BMW,320i,GOLD,2013,42000,Quito,Negociable,39500
Mitsubishi,Lancer GT,GOLD,2009,142811,Cuenca,Negociable,17800
Chevrolet,Captiva,GOLD,2020,15000,Quito,Negociable,25900
Chevrolet,Sail,GOLD,2020,25000,Quito,Negociable,15877
Saab,99 L,GOLD,1969,827251,Quito,Negociable,18500
Volkswagen,Escarabajo,GOLD,1965,74632,Cuenca,Negociable,16000
Nissan,Versa,STANDAR,2012,105000,Quito,Negociable,11600
Kia,Sorento,GOLD,2004,192000,Quito,Negociable,9500
Toyota,Fortuner 4.0,GOLD,2008,188299,Quito,Negociable,22800
Great Wall,M4,GOLD,2019,15479,Quito,Negociable,16000
Chevrolet,Sail,GOLD,2014,84697,Quito,Fijo,11900
Mazda,CX7,GOLD,2009,125000,Cuenca,Negociable,16900
Mercedes Benz,C180 K,GOLD,2006,118000,Quito,Negociable,21500
Toyota,Tacoma,GOLD,2007,219918,Quito,Fijo,19900
Great Wall,Hover H5 Elite,GOLD,2015,176997,Quito,Fijo,14900
Hyundai,Tucson,GOLD,2010,156981,Quito,Fijo,12900
Ford,F150 DC 4X2,GOLD,2010,142000,Quito,Negociable,18290
Chevrolet,Sail,GOLD,2019,30000,Quito,Negociable,13800
Great Wall,H5 TURBO 4X2 AC,GOLD,2016,74014,Quito,Negociable,17500
Toyota,Fortuner 4.0,GOLD,2007,152619,Quito,Negociable,25900
Mitsubishi,Montero 3P,GOLD,2006,171207,Quito,Negociable,24500
Hyundai,Ioniq Hybrid,GOLD,2018,29747,Quito,Negociable,22900
Volkswagen,Jetta Trendline 2.0 TM,GOLD,2008,125324,Quito,Negociable,10900
Toyota,4 Runner,GOLD,1993,196623,Quito,Negociable,11500
Ford,F150,GOLD,2010,127000,Quito,Negociable,15800
Suzuki,Forsa 2,GOLD,1994,100000,Esmeraldas,Negociable,5183
Chevrolet,Grand Vitara 3P,GOLD,2003,168421,Quito,Negociable,10300
Kia,Rio,GOLD,2015,95540,Quito,Negociable,13700
Kia,Picanto,GOLD,2019,28316,Quito,Negociable,11900
Mercedes Benz,SLC 200,GOLD,2017,8000,Quito,Negociable,89900
Great Wall,M4,GOLD,2019,49000,Quito,Negociable,13000
Chevrolet,Spark GT,GOLD,2019,25000,Quito,Negociable,11900
Chevrolet,Grand Vitara 5P,GOLD,2009,199567,Quito,Negociable,10800
Ford,Explorer XLT,GOLD,2012,120969,Quito,Negociable,28500
Soueast,DX3,GOLD,2019,35065,Quito,Fijo,20490
Hyundai,Tucson,GOLD,2005,217300,Quito,Negociable,10800
Audi,Q5,GOLD,2013,72000,Quito,Negociable,47800
Nissan,Murano,GOLD,2011,81700,Quito,Negociable,27400
Nissan,Xtrail Classic,GOLD,2009,191390,Quito,Negociable,14800
BMW,328i,GOLD,1999,177175,Quito,Negociable,17800
Ford,F150 XLT 4X4 CREW CAB,GOLD,2006,311000,Quito,Negociable,17800
Toyota,Hilux CS 4x4,GOLD,1992,183548,Quito,Negociable,28800
Ford,Explorer XLT,GOLD,2007,188000,Quito,Negociable,16500
Hyundai,i10,STANDAR,2014,140000,Quito,Fijo,8900
Toyota,Fortuner 2.7,STANDAR,2012,108000,Quito,Negociable,27900
Toyota,Corolla 1.8,GOLD,2006,170000,Quito,Negociable,12500
BMW,X5 3.0L,GOLD,2002,160000,Quito,Negociable,24900
Volkswagen,Touareg,GOLD,2008,177258,Quito,Negociable,26800
Hyundai,Tucson TA,GOLD,2008,200000,Quito,Negociable,13900
Kia,Sorento,GOLD,2005,148000,Quito,Negociable,13800
Audi,A4 1.8T,GOLD,2007,137226,Quito,Negociable,19900
Toyota,Fortuner 2.7,GOLD,2011,150000,Quito,Negociable,26500
Ford,Escape Hibrido,GOLD,2010,203000,Quito,Negociable,15500
Ford,Explorer XLT,GOLD,2008,174322,Quito,Negociable,21500
Ford,Explorer XLT,GOLD,2015,34100,Quito,Negociable,56900
Ford,Explorer XLT,GOLD,2013,60000,Quito,Negociable,43800
Ford,F-150 FX4,GOLD,2013,106000,Quito,Negociable,35800
Chevrolet,Trailblazer,GOLD,2004,120070,Quito,Negociable,11500
Chevrolet,LUV Dmax CD V6,GOLD,2008,190106,Quito,Negociable,16500
Audi,A4 1.8T,GOLD,2007,148082,Quito,Negociable,19800
Toyota,Prado 3P,GOLD,2007,165000,Quito,Negociable,28500
Skoda,SuperB,GOLD,2007,175000,Quito,Negociable,13800
Toyota,4 Runner Limited,GOLD,2011,140944,Quito,Negociable,46800
Mercedes Benz,C280 4Matic,GOLD,2006,165000,Quito,Negociable,28500
Mitsubishi,Lancer GT,GOLD,2008,160000,Quito,Negociable,20500
Mitsubishi,Montero 5P,GOLD,2002,257794,Quito,Negociable,21700
Mercedes Benz,C200,GOLD,2015,96000,Quito,Negociable,78500
Mercedes Benz,ML500,GOLD,2006,125000,Quito,Negociable,46900
Land Rover,Discovery III,GOLD,2006,212000,Quito,Negociable,37800
BMW,Z4,GOLD,2008,55000,Quito,Negociable,41777
Suzuki,Grand Vitara SZ,GOLD,2003,140000,Quito,Negociable,170000
Mercedes Benz,280,GOLD,1980,316400,Quito,Negociable,6800
Mercedes Benz,200,GOLD,1983,176000,Quito,Negociable,12800
Toyota,Land Cruiser,GOLD,1988,327400,Quito,Negociable,11800
Mazda,CX7,GOLD,2011,112500,Quito,Negociable,20700
Hyundai,H1,GOLD,2011,300000,Quito,Fijo,19500
Mazda,CX-9,GOLD,2014,115235,Quito,Negociable,37800
Audi,Q7,GOLD,2007,125304,Quito,Negociable,37900
BMW,528i,GOLD,1998,165567,Quito,Negociable,12900
Toyota,Highlander Hibrido,GOLD,2011,85000,Quito,Negociable,29800
Chevrolet,Spark GT,GOLD,2019,8000,Quito,Negociable,14200
Honda,Pilot,GOLD,2012,131143,Quito,Negociable,29800
Suzuki,SZ Next Sport,GOLD,2015,67011,Quito,Fijo,17900
Daihatsu,Terios,GOLD,2005,219712,Quito,Negociable,9500
Hyundai,Creta,GOLD,2018,59928,Quito,Negociable,19900
Volkswagen,Amarok 4x4,GOLD,2011,234775,Quito,Negociable,18400
Mitsubishi,Montero 5P,GOLD,2002,199183,Quito,Negociable,15900
Mazda,CX-5,GOLD,2013,83135,Quito,Negociable,26900
Kia,Rio LX AC,GOLD,2019,26110,Quito,Negociable,18500
Mazda,3,GOLD,2013,79028,Quito,Negociable,18500
Volkswagen,Touareg,GOLD,2005,159934,Quito,Negociable,25900
Nissan,X-Trail,GOLD,2007,184552,Quito,Negociable,11900
BMW,X3 3.0SI,GOLD,2007,121206,Quito,Negociable,25900
Suzuki,Grand Vitara SZ,GOLD,2011,145206,Quito,Negociable,14000
Toyota,FJ Cruiser,GOLD,2014,79228,Quito,Negociable,58900
Mercedes Benz,E350,GOLD,2013,44019,Quito,Negociable,67000
Nissan,Xtrail Classic,GOLD,2012,106303,Quito,Negociable,17500
Ford,Edge,GOLD,2013,76225,Quito,Negociable,27300
Toyota,Fortuner 4.0,GOLD,2009,185000,Quito,Negociable,27700
BMW,320i,GOLD,2007,128900,Quito,Negociable,24800
Mercedes Benz,C180,GOLD,1994,225000,Quito,Fijo,12500
Great Wall,C30 CONFORT,GOLD,2019,15000,Quito,Fijo,13490
Soueast,DX3,GOLD,2019,18951,Quito,Fijo,19990
Nissan,X Trail Sense,GOLD,2016,87913,Quito,Negociable,29800
Land Rover,Discovery III,GOLD,2008,181454,Quito,Negociable,43900
Hyundai,i30,GOLD,2013,75453,Quito,Negociable,18500
Hyundai,Santa Fe 4x2,GOLD,2007,210000,Quito,Negociable,17900
Ford,F-150 FX4,GOLD,2009,125172,Quito,Negociable,28900
Toyota,Fortuner 4.0,GOLD,2015,78300,Quito,Negociable,43800
Land Rover,Range Rover Evoque,GOLD,2012,140000,Quito,Negociable,47500
Renault,Megane,GOLD,2009,230000,Quito,Negociable,7300
Kia,Picanto R,GOLD,2020,14760,Quito,Negociable,13700
Hyundai,Tucson IX,GOLD,2012,61896,Quito,Negociable,16000
Chevrolet,Zafira,GOLD,2005,239000,Quito,Negociable,8900
Volkswagen,Jetta,GOLD,2014,54000,Quito,Negociable,17900
Great Wall,M4 Luxury,GOLD,2016,40000,Quito,Negociable,12900
Chevrolet,Spark GT,GOLD,2019,18000,Quito,Negociable,11700
Hyundai,H1,STANDAR,2014,179000,Quito,Negociable,21500
Chevrolet,Aveo Family,GOLD,2018,30000,Quito,Negociable,12400
Great Wall,M4,GOLD,2018,58602,Quito,Fijo,14490
Toyota,Corolla 1.6,GOLD,2006,189000,Quito,Negociable,8900
Hyundai,TQ 12 pas 2.5 TM DSL AC,GOLD,2010,213000,Quito,Negociable,19900
Ford,F150,GOLD,2010,234000,Quito,Negociable,16900
Toyota,Fortuner 4.0,GOLD,2008,228000,Quito,Negociable,21900
Hyundai,Santa Fe 4x2,GOLD,2011,177000,Quito,Negociable,17500
Hyundai,Tucson,GOLD,2010,338000,Quito,Negociable,13900
Suzuki,Grand Vitara SZ,GOLD,2017,1,Quito,Fijo,17500
Toyota,RAV 4,GOLD,2015,75000,Quito,Negociable,27900
Chevrolet,Sail,GOLD,2012,182000,Quito,Negociable,9400
Nissan,Tiida,GOLD,2011,106000,Quito,Negociable,11300
Kia,Sorento,GOLD,2007,116000,Quito,Negociable,13900
Kia,Picanto,GOLD,2018,50000,Quito,Negociable,11900
Jeep,Compass Sport,GOLD,2014,80000,Quito,Negociable,19900
Kia,Rio Stylus,GOLD,2013,260000,Quito,Negociable,8900
Kia,Rio Stylus,GOLD,2013,136000,Quito,Negociable,7500
Chevrolet,Spark Life,GOLD,2019,32000,Quito,Negociable,9300
Kia,Rio R,GOLD,2015,95540,Quito,Negociable,13300
Chevrolet,LUV CS,GOLD,2004,108000,Quito,Negociable,10400
Great Wall,M4,GOLD,2019,42000,Quito,Negociable,13200
Kia,Sportage LX,GOLD,2014,139000,Quito,Negociable,13900
Kia,Rio,GOLD,2018,44000,Quito,Negociable,15900
Great Wall,WINGLE,GOLD,2016,80000,Quito,Negociable,15900
Suzuki,Grand Vitara SZ 2.4,STANDAR,2019,8000,Quito,Negociable,20900
Hyundai,Tucson IX,GOLD,2012,102000,Cuenca,Negociable,17900
Zotye,T600,GOLD,2018,115120,Quito,Fijo,14490
Changhe,CH6390 STD,GOLD,2011,122000,Cuenca,Negociable,6400
BMW,525i,GOLD,2004,171000,Quito,Negociable,16777
Kia,Picanto,GOLD,2019,46000,Quito,Negociable,11900
Chevrolet,Cruze,GOLD,2017,41000,Quito,Negociable,22500
Kia,Cerato,GOLD,2017,60000,Quito,Negociable,14900
Chevrolet,Beat,GOLD,2019,18088,Quito,Fijo,13900
Jeep,Grand Cherokee Limited,GOLD,2017,48439,Quito,Fijo,61900
Chevrolet,Orlando,GOLD,2012,128535,Quito,Fijo,14900
Ford,Edge,GOLD,2016,36000,Quito,Negociable,35800
Mini,CooperS,GOLD,2018,23000,Quito,Negociable,39900
Land Rover,Range Rover,GOLD,2014,29000,Quito,Negociable,180900
Fiat,Premio,STANDAR,1994,340000,Quito,Fijo,4900
Chevrolet,Spark,STANDAR,2012,137000,Quito,Fijo,7900
Renault,Sandero,STANDAR,2011,140000,Quito,Fijo,9900
Chevrolet,Sail,STANDAR,2013,150000,Quito,Fijo,9900
Toyota,New Fortuner,GOLD,2019,2000,Quito,Negociable,46900
Kia,Sportage Active,STANDAR,2015,128000,Quito,Negociable,18900
Chevrolet,Cruze,STANDAR,2015,100000,Quito,Fijo,15900
Mercedes Benz,C230 Kompresor,GOLD,2005,77600,Quito,Negociable,19777
Chevrolet,Trailblazer,STANDAR,2003,137000,Quito,Fijo,9900
Renault,Sandero,STANDAR,2017,80000,Quito,Fijo,12900
Fiat,Fullback,GOLD,2017,79000,Quito,Negociable,30800
BMW,Active Hybrid 7,STANDAR,2012,61000,Quito,Negociable,46500
Toyota,4 Runner,GOLD,2004,232000,Quito,Negociable,19900
Ford,Explorer XLT,GOLD,2015,50000,Quito,Negociable,31900
Ford,Escape,GOLD,2012,111000,Quito,Negociable,15900
BMW,318,GOLD,1998,340000,Quito,Negociable,9900
Chevrolet,Spark GT,GOLD,2019,61000,Quito,Negociable,11900
Chevrolet,Sail,GOLD,2019,29000,Quito,Negociable,15900
Chevrolet,Sail,GOLD,2014,140000,Quito,Negociable,9900
Ford,Escape Hibrido,GOLD,2011,111000,Quito,Negociable,15900
Suzuki,Grand Vitara SZ,GOLD,2019,67000,Quito,Negociable,19900
BMW,X3 Drive 28i,STANDAR,2013,81000,Quito,Negociable,39900
Great Wall,M4 Luxury,GOLD,2018,73000,Ambato,Negociable,14300
Kia,Sportage R,GOLD,2014,90000,Quito,Negociable,20500
Mazda,3,GOLD,2008,170000,Quito,Negociable,10300
Great Wall,H5 TURBO 4X2 AC,GOLD,2015,84000,Ambato,Negociable,17400
Great Wall,H5 Luxury,GOLD,2014,158000,Ambato,Negociable,14990
Great Wall,H5 Elite,GOLD,2015,73000,Ambato,Negociable,16400
Great Wall,H5 Elite,GOLD,2011,148000,Ambato,Negociable,14990
Great Wall,H5 Elite,GOLD,2015,87415,Ambato,Fijo,15800
